FID,Shape,地名,区划码,县级,县级码,县级类,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME
1848,面,双桥区,130802,双桥区,130802,市辖区,承德市,130800,地级市,河北省,130000,省, , ,Shuangqiao
1849,面,双清区,430502,双清区,430502,市辖区,邵阳市,430500,地级市,湖南省,430000,省, , ,Shuangqing
1850,面,双塔区,211302,双塔区,211302,市辖区,朝阳市,211300,地级市,辽宁省,210000,省, ,2006年新设立双塔区,Shuangta
1851,面,双台子区,211102,双台子区,211102,市辖区,盘锦市,211100,地级市,辽宁省,210000,省, , ,Shuangtaizi
1852,面,双阳区,220112,双阳区,220112,市辖区,长春市,220100,地级市,吉林省,220000,省, , ,Shuangyang
1853,面,水城区,520204,水城区,520204,市辖区,六盘水市,520200,地级市,贵州省,520000,省,水城县, ,Shuicheng
1854,面,水富市,530681,水富市,530681,县级市,昭通市,530600,地级市,云南省,530000,省,水富县,2018年撤销水富县，设立水富市,Shuifu
1855,面,水磨沟区,650105,水磨沟区,650105,市辖区,乌鲁木齐市,650100,地级市,新疆维吾尔自治区,650000,自治区, ,2001年新设立水磨沟区,Shuimogou
1856,面,顺昌县,350721,顺昌县,350721,县,南平市,350700,地级市,福建省,350000,省, , ,Shunchang
1857,面,顺城区,210411,顺城区,210411,市辖区,抚顺市,210400,地级市,辽宁省,210000,省, , ,Shuncheng
1858,面,顺德区,440606,顺德区,440606,市辖区,佛山市,440600,地级市,广东省,440000,省,顺德市,2002年撤销顺德市，设立顺德区,Shunde
1859,面,顺河回族区,410203,顺河回族区,410203,市辖区,开封市,410200,地级市,河南省,410000,省, , ,Shunhehuizu
1860,面,顺平县,130636,顺平县,130636,县,保定市,130600,地级市,河北省,130000,省, , ,Shunping
1861,面,顺庆区,511302,顺庆区,511302,市辖区,南充市,511300,地级市,四川省,510000,省, , ,Shunqing
1862,面,顺义区,110113,顺义区,110113,市辖区,不统计,0,不统计,北京市,110000,直辖市, , ,Shunyi
1863,面,朔城区,140602,朔城区,140602,市辖区,朔州市,140600,地级市,山西省,140000,省, , ,Shuocheng
1864,面,思茅区,530802,思茅区,530802,市辖区,普洱市,530800,地级市,云南省,530000,省,思茅市,2003年撤销思茅市，设立翠云区,Simao
1865,面,思明区,350203,思明区,350203,市辖区,厦门市,350200,地级市,福建省,350000,省, , ,Siming
1866,面,思南县,520624,思南县,520624,县,铜仁市,520600,地级市,贵州省,520000,省, , ,Sinan
1867,面,四方台区,230505,四方台区,230505,市辖区,双鸭山市,230500,地级市,黑龙江省,230000,省, , ,Sifangtai
1868,面,四会市,441284,四会市,441284,县级市,肇庆市,441200,地级市,广东省,440000,省, , ,Sihui
1869,面,四子王旗,150929,四子王旗,150929,旗,乌兰察布市,150900,地级市,内蒙古自治区,150000,自治区, , ,Siziwang
1870,面,泗洪县,321324,泗洪县,321324,县,宿迁市,321300,地级市,江苏省,320000,省, , ,Sihong
1871,面,泗水县,370831,泗水县,370831,县,济宁市,370800,地级市,山东省,370000,省, , ,Sishui
1872,面,泗县,341324,泗县,341324,县,宿州市,341300,地级市,安徽省,340000,省, , ,Sixian
1873,面,泗阳县,321323,泗阳县,321323,县,宿迁市,321300,地级市,江苏省,320000,省, , ,Siyang
1874,面,松北区,230109,松北区,230109,市辖区,哈尔滨市,230100,地级市,黑龙江省,230000,省, ,2004年新设立松北区,Songbei
1875,面,松江区,310117,松江区,310117,市辖区,不统计,0,不统计,上海市,310000,直辖市, , ,Songjiang
1876,面,松潘县,513224,松潘县,513224,县,阿坝藏族羌族自治州,513200,自治州,四川省,510000,省, , ,Songpan
1877,面,松桃苗族自治县,520628,松桃苗族自治县,520628,自治县,铜仁市,520600,地级市,贵州省,520000,省, , ,Songtaomiaozu
1878,面,松溪县,350724,松溪县,350724,县,南平市,350700,地级市,福建省,350000,省, , ,Songxi
1879,面,松阳县,331124,松阳县,331124,县,丽水市,331100,地级市,浙江省,330000,省, , ,Songyang
1880,面,松滋市,421087,松滋市,421087,县级市,荆州市,421000,地级市,湖北省,420000,省, , ,Songzi
1881,面,嵩明县,530127,嵩明县,530127,县,昆明市,530100,地级市,云南省,530000,省, , ,Songming
1882,面,嵩县,410325,嵩县,410325,县,洛阳市,410300,地级市,河南省,410000,省, , ,Songxian
1883,面,苏家屯区,210111,苏家屯区,210111,市辖区,沈阳市,210100,地级市,辽宁省,210000,省, , ,Sujiatun
1884,面,苏尼特右旗,152524,苏尼特右旗,152524,旗,锡林郭勒盟,152500,盟,内蒙古自治区,150000,自治区, , ,Suniteyou
1885,面,苏尼特左旗,152523,苏尼特左旗,152523,旗,锡林郭勒盟,152500,盟,内蒙古自治区,150000,自治区, , ,Sunitezuo
1886,面,苏仙区,431003,苏仙区,431003,市辖区,郴州市,431000,地级市,湖南省,430000,省, , ,Suxian
1887,面,肃北蒙古族自治县,620923,肃北蒙古族自治县,620923,自治县,酒泉市,620900,地级市,甘肃省,620000,省, , ,Subeimengguzu
1888,面,肃南裕固族自治县,620721,肃南裕固族自治县,620721,自治县,张掖市,620700,地级市,甘肃省,620000,省, , ,Sunanyuguzu
1889,面,肃宁县,130926,肃宁县,130926,县,沧州市,130900,地级市,河北省,130000,省, , ,Suning
1890,面,肃州区,620902,肃州区,620902,市辖区,酒泉市,620900,地级市,甘肃省,620000,省,酒泉市,2002年撤销酒泉市，设立肃州区,Suzhou
1891,面,宿城区,321302,宿城区,321302,市辖区,宿迁市,321300,地级市,江苏省,320000,省, , ,Sucheng
1892,面,宿松县,340826,宿松县,340826,县,安庆市,340800,地级市,安徽省,340000,省, , ,Susong
1893,面,宿豫区,321311,宿豫区,321311,市辖区,宿迁市,321300,地级市,江苏省,320000,省,宿豫县,2004年撤销宿豫县，设立宿豫区,Suyu
1894,面,睢宁县,320324,睢宁县,320324,县,徐州市,320300,地级市,江苏省,320000,省, , ,Suining
1895,面,睢县,411422,睢县,411422,县,商丘市,411400,地级市,河南省,410000,省, , ,Suixian
1896,面,睢阳区,411403,睢阳区,411403,市辖区,商丘市,411400,地级市,河南省,410000,省, , ,Suiyang
1897,面,濉溪县,340621,濉溪县,340621,县,淮北市,340600,地级市,安徽省,340000,省, , ,Suixi
1898,面,绥滨县,230422,绥滨县,230422,县,鹤岗市,230400,地级市,黑龙江省,230000,省, , ,Suibin
1899,面,绥德县,610826,绥德县,610826,县,榆林市,610800,地级市,陕西省,610000,省, , ,Suide
1900,面,绥芬河市,231081,绥芬河市,231081,县级市,牡丹江市,231000,地级市,黑龙江省,230000,省, , ,Suifenhe
1901,面,绥江县,530626,绥江县,530626,县,昭通市,530600,地级市,云南省,530000,省, , ,Suijiang
1902,面,绥棱县,231226,绥棱县,231226,县,绥化市,231200,地级市,黑龙江省,230000,省, , ,Suiling
1903,面,绥宁县,430527,绥宁县,430527,县,邵阳市,430500,地级市,湖南省,430000,省, , ,Suining
1904,面,绥阳县,520323,绥阳县,520323,县,遵义市,520300,地级市,贵州省,520000,省, , ,Suiyang
1905,面,绥中县,211421,绥中县,211421,县,葫芦岛市,211400,地级市,辽宁省,210000,省, , ,Suizhong
1906,面,随县,421321,随县,421321,县,随州市,421300,地级市,湖北省,420000,省,随县,2009年拆分曾都区设立随县,Suixian
1907,面,遂昌县,331123,遂昌县,331123,县,丽水市,331100,地级市,浙江省,330000,省, , ,Suichang
1908,面,遂川县,360827,遂川县,360827,县,吉安市,360800,地级市,江西省,360000,省, , ,Suichuan
1909,面,遂平县,411728,遂平县,411728,县,驻马店市,411700,地级市,河南省,410000,省, , ,Suiping
1910,面,遂溪县,440823,遂溪县,440823,县,湛江市,440800,地级市,广东省,440000,省, , ,Suixi
1911,面,孙吴县,231124,孙吴县,231124,县,黑河市,231100,地级市,黑龙江省,230000,省, , ,Sunwu
1912,面,索县,540626,索县,540626,县,那曲市,540600,地级市,西藏自治区,540000,自治区, , ,Suoxian
1913,面,塔城市,654201,塔城市,654201,县级市,塔城地区,654200,地区,新疆维吾尔自治区,650000,自治区, , ,Tacheng
1914,面,塔河县,232722,塔河县,232722,县,大兴安岭地区,232700,地区,黑龙江省,230000,省, , ,Tahe
1915,面,塔什库尔干塔吉克自治县,653131,塔什库尔干塔吉克自治县,653131,自治县,喀什地区,653100,地区,新疆维吾尔自治区,650000,自治区, , ,Tashikuergantajike
1916,面,台安县,210321,台安县,210321,县,鞍山市,210300,地级市,辽宁省,210000,省, , ,Taian
1917,面,台儿庄区,370405,台儿庄区,370405,市辖区,枣庄市,370400,地级市,山东省,370000,省, , ,Taierzhuang
1918,面,台江区,350103,台江区,350103,市辖区,福州市,350100,地级市,福建省,350000,省, , ,Taijiang
1919,面,台江县,522630,台江县,522630,县,黔东南苗族侗族自治州,522600,自治州,贵州省,520000,省, , ,Taijiang
1920,面,台前县,410927,台前县,410927,县,濮阳市,410900,地级市,河南省,410000,省, , ,Taiqian
1921,面,台山市,440781,台山市,440781,县级市,江门市,440700,地级市,广东省,440000,省, , ,Taishan
1922,面,太白县,610331,太白县,610331,县,宝鸡市,610300,地级市,陕西省,610000,省, , ,Taibai
1923,面,太仓市,320585,太仓市,320585,县级市,苏州市,320500,地级市,江苏省,320000,省, , ,Taicang
1924,面,太谷区,140703,太谷区,140703,市辖区,晋中市,140700,地级市,山西省,140000,省,太谷县,2019年撤销太谷县，设立太谷区,Taigu
1925,面,太和区,210711,太和区,210711,市辖区,锦州市,210700,地级市,辽宁省,210000,省, , ,Taihe
1926,面,太和县,341222,太和县,341222,县,阜阳市,341200,地级市,安徽省,340000,省, , ,Taihe
1927,面,太湖县,340825,太湖县,340825,县,安庆市,340800,地级市,安徽省,340000,省, , ,Taihu
1928,面,太康县,411627,太康县,411627,县,周口市,411600,地级市,河南省,410000,省, , ,Taikang
1929,面,太平区,210904,太平区,210904,市辖区,阜新市,210900,地级市,辽宁省,210000,省, ,2002年新设立太平区,Taiping
1930,面,太仆寺旗,152527,太仆寺旗,152527,旗,锡林郭勒盟,152500,盟,内蒙古自治区,150000,自治区, , ,Taipusi
1931,面,太子河区,211011,太子河区,211011,市辖区,辽阳市,211000,地级市,辽宁省,210000,省, , ,Taizihe
1932,面,泰和县,360826,泰和县,360826,县,吉安市,360800,地级市,江西省,360000,省, , ,Taihe
1933,面,泰来县,230224,泰来县,230224,县,齐齐哈尔市,230200,地级市,黑龙江省,230000,省, , ,Tailai
1934,面,泰宁县,350429,泰宁县,350429,县,三明市,350400,地级市,福建省,350000,省, , ,Taining
1935,面,泰山区,370902,泰山区,370902,市辖区,泰安市,370900,地级市,山东省,370000,省, , ,Taishan
1936,面,泰顺县,330329,泰顺县,330329,县,温州市,330300,地级市,浙江省,330000,省, , ,Taishun
1937,面,泰兴市,321283,泰兴市,321283,县级市,泰州市,321200,地级市,江苏省,320000,省, , ,Taixing
1938,面,郯城县,371322,郯城县,371322,县,临沂市,371300,地级市,山东省,370000,省, , ,Tancheng
1939,面,覃塘区,450804,覃塘区,450804,市辖区,贵港市,450800,地级市,广西壮族自治区,450000,自治区, ,2003年新设立覃塘区,Qintang
1940,面,汤阴县,410523,汤阴县,410523,县,安阳市,410500,地级市,河南省,410000,省, , ,Tangyin
1941,面,唐河县,411328,唐河县,411328,县,南阳市,411300,地级市,河南省,410000,省, , ,Tanghe
1942,面,唐县,130627,唐县,130627,县,保定市,130600,地级市,河北省,130000,省, , ,Tangxian
1943,面,洮北区,220802,洮北区,220802,市辖区,白城市,220800,地级市,吉林省,220000,省, , ,Taobei
1944,面,洮南市,220881,洮南市,220881,县级市,白城市,220800,地级市,吉林省,220000,省, , ,Taonan
1945,面,桃城区,131102,桃城区,131102,市辖区,衡水市,131100,地级市,河北省,130000,省, , ,Taocheng
1946,面,桃江县,430922,桃江县,430922,县,益阳市,430900,地级市,湖南省,430000,省, , ,Taojiang
1947,面,桃山区,230903,桃山区,230903,市辖区,七台河市,230900,地级市,黑龙江省,230000,省, , ,Taoshan
1948,面,桃源县,430725,桃源县,430725,县,常德市,430700,地级市,湖南省,430000,省, , ,Taoyuan
1949,面,特克斯县,654027,特克斯县,654027,县,伊犁哈萨克自治州,654000,自治州,新疆维吾尔自治区,650000,自治区, , ,Tekesi
1950,面,腾冲市,530581,腾冲市,530581,县级市,保山市,530500,地级市,云南省,530000,省,腾冲县,2015年撤销腾冲县，设立腾冲市,Tengchong
1951,面,滕州市,370481,滕州市,370481,县级市,枣庄市,370400,地级市,山东省,370000,省, , ,Tengzhou
1952,面,藤县,450422,藤县,450422,县,梧州市,450400,地级市,广西壮族自治区,450000,自治区, , ,Tengxian
1953,面,天等县,451425,天等县,451425,县,崇左市,451400,地级市,广西壮族自治区,450000,自治区, , ,Tiandeng
1954,面,天峨县,451222,天峨县,451222,县,河池市,451200,地级市,广西壮族自治区,450000,自治区, , ,Tiane
1955,面,天河区,440106,天河区,440106,市辖区,广州市,440100,地级市,广东省,440000,省, , ,Tianhe
1956,面,天峻县,632823,天峻县,632823,县,海西蒙古族藏族自治州,632800,自治州,青海省,630000,省, , ,Tianjun
1957,面,天门市,429006,天门市,429006,县级市,不统计,0,不统计,湖北省,420000,省, ,"省直辖市,省直管,是县级单位",Tianmen
1958,面,天宁区,320402,天宁区,320402,市辖区,常州市,320400,地级市,江苏省,320000,省, , ,Tianning
1959,面,天桥区,370105,天桥区,370105,市辖区,济南市,370100,地级市,山东省,370000,省, , ,Tianqiao
1960,面,天全县,511825,天全县,511825,县,雅安市,511800,地级市,四川省,510000,省, , ,Tianquan
1961,面,天山区,650102,天山区,650102,市辖区,乌鲁木齐市,650100,地级市,新疆维吾尔自治区,650000,自治区, ,2001年新设立天山区,Tianshan
1962,面,天台县,331023,天台县,331023,县,台州市,331000,地级市,浙江省,330000,省, , ,Tiantai
1963,面,天心区,430103,天心区,430103,市辖区,长沙市,430100,地级市,湖南省,430000,省, , ,Tianxin
1964,面,天涯区,460204,天涯区,460204,市辖区,三亚市,460200,地级市,海南省,460000,省, ,2014年新设天涯区,Tianya
1965,面,天元区,430211,天元区,430211,市辖区,株洲市,430200,地级市,湖南省,430000,省, , ,Tianyuan
1966,面,天长市,341181,天长市,341181,县级市,滁州市,341100,地级市,安徽省,340000,省, , ,Tianchang
1967,面,天镇县,140222,天镇县,140222,县,大同市,140200,地级市,山西省,140000,省, , ,Tianzhen
1968,面,天柱县,522627,天柱县,522627,县,黔东南苗族侗族自治州,522600,自治州,贵州省,520000,省, , ,Tianzhu
1969,面,天祝藏族自治县,620623,天祝藏族自治县,620623,自治县,武威市,620600,地级市,甘肃省,620000,省, , ,Tianzhuzangzu
1970,面,田东县,451022,田东县,451022,县,百色市,451000,地级市,广西壮族自治区,450000,自治区, , ,Tiandong
1971,面,田家庵区,340403,田家庵区,340403,市辖区,淮南市,340400,地级市,安徽省,340000,省, ,2003年新设立田家庵区,Tianjiaan
1972,面,田林县,451029,田林县,451029,县,百色市,451000,地级市,广西壮族自治区,450000,自治区, , ,Tianlin
1973,面,田阳区,451003,田阳区,451003,市辖区,百色市,451000,地级市,广西壮族自治区,450000,自治区,田阳县,2019年撤销田阳县，设立田阳区,Tianyang
1974,面,铁锋区,230204,铁锋区,230204,市辖区,齐齐哈尔市,230200,地级市,黑龙江省,230000,省, , ,Tiefeng
1975,面,铁力市,230781,铁力市,230781,县级市,伊春市,230700,地级市,黑龙江省,230000,省, , ,Tieli
1976,面,铁岭县,211221,铁岭县,211221,县,铁岭市,211200,地级市,辽宁省,210000,省, , ,Tieling
1977,面,铁门关市,659006,铁门关市,659006,县级市,不统计,0,不统计,新疆维吾尔自治区,650000,自治区, ,"省直辖市,省直管,是县级单位",Tiemenguan
1978,面,铁山港区,450512,铁山港区,450512,市辖区,北海市,450500,地级市,广西壮族自治区,450000,自治区, , ,Tieshangang
1979,面,铁山区,420205,铁山区,420205,市辖区,黄石市,420200,地级市,湖北省,420000,省, , ,Tieshan
1980,面,亭湖区,320902,亭湖区,320902,市辖区,盐城市,320900,地级市,江苏省,320000,省,城区,2003年城区更名为亭湖区,Tinghu
1981,面,通城县,421222,通城县,421222,县,咸宁市,421200,地级市,湖北省,420000,省, , ,Tongcheng
1982,面,通川区,511702,通川区,511702,市辖区,达州市,511700,地级市,四川省,510000,省, , ,Tongchuan
1983,面,通道侗族自治县,431230,通道侗族自治县,431230,自治县,怀化市,431200,地级市,湖南省,430000,省, , ,Tongdaodongzu
